Mode,Tier,Map,Hero,Role,Win Rate (%),Pick Rate (%)
Competitive,Champion,suravasa,Reinhardt,TANK,49.8,7.3
Competitive,Champion,suravasa,Roadhog,TANK,46.6,8.1
Competitive,Champion,suravasa,Sigma,TANK,52.6,8.8
Competitive,Champion,suravasa,Sojourn,DAMAGE,45.2,18.1
Competitive,Champion,suravasa,Soldier: 76,DAMAGE,49.2,15.4
Competitive,Champion,suravasa,Sombra,DAMAGE,49.7,4.7
Competitive,Champion,suravasa,Symmetra,DAMAGE,54.2,3.1
Competitive,Champion,suravasa,Torbjörn,DAMAGE,54.0,3.2
Competitive,Champion,suravasa,Tracer,DAMAGE,52.2,18.9
Competitive,Champion,suravasa,Vendetta,DAMAGE,52.1,3.8
Competitive,Champion,suravasa,Venture,DAMAGE,51.8,4.5
Competitive,Champion,suravasa,Widowmaker,DAMAGE,32.5,0.6
Competitive,Champion,suravasa,Winston,TANK,50.2,10.8
Competitive,Champion,suravasa,Wrecking Ball,TANK,51.8,4.4
Competitive,Champion,suravasa,Wuyang,SUPPORT,52.5,16.6
Competitive,Champion,suravasa,Zarya,TANK,49.2,8.6
Competitive,Champion,suravasa,Zenyatta,SUPPORT,51.0,8.1
Competitive,Champion,midtown,Ana,SUPPORT,48.6,48.1
Competitive,Champion,midtown,Anran,DAMAGE,51.1,8.6
Competitive,Champion,midtown,Ashe,DAMAGE,50.8,16.4
Competitive,Champion,midtown,Baptiste,SUPPORT,43.9,8.3
Competitive,Champion,midtown,Bastion,DAMAGE,45.0,10.2
Competitive,Champion,midtown,Brigitte,SUPPORT,45.8,2.2
Competitive,Champion,midtown,Cassidy,DAMAGE,46.1,19.1
Competitive,Champion,midtown,D.Va,TANK,46.4,5.8
Competitive,Champion,midtown,Domina,TANK,53.0,9.9
Competitive,Champion,midtown,Doomfist,TANK,51.2,4.8
Competitive,Champion,midtown,Echo,DAMAGE,50.2,4.3
Competitive,Champion,midtown,Emre,DAMAGE,51.3,23.0
Competitive,Champion,midtown,Freja,DAMAGE,47.1,4.5
Competitive,Champion,midtown,Genji,DAMAGE,50.5,10.8
Competitive,Champion,midtown,Hanzo,DAMAGE,49.6,8.8
Competitive,Champion,midtown,Hazard,TANK,51.2,1.8
Competitive,Champion,midtown,Illari,SUPPORT,52.1,16.3
Competitive,Champion,midtown,Jetpack Cat,SUPPORT,46.3,3.0
Competitive,Champion,midtown,Junker Queen,TANK,47.5,2.2
Competitive,Champion,midtown,Junkrat,DAMAGE,45.2,5.6
Competitive,Champion,midtown,Juno,SUPPORT,49.2,9.8
Competitive,Champion,midtown,Kiriko,SUPPORT,47.0,37.2
Competitive,Champion,midtown,Lifeweaver,SUPPORT,42.1,3.8
Competitive,Champion,midtown,Lúcio,SUPPORT,44.3,3.5
Competitive,Champion,midtown,Mauga,TANK,45.3,3.5
Competitive,Champion,midtown,Mei,DAMAGE,50.3,8.7
Competitive,Champion,midtown,Mercy,SUPPORT,47.0,8.0
Competitive,Champion,midtown,Mizuki,SUPPORT,50.8,15.6
Competitive,Champion,midtown,Moira,SUPPORT,46.0,16.4
Competitive,Champion,midtown,Orisa,TANK,44.8,11.8
Competitive,Champion,midtown,Pharah,DAMAGE,47.7,4.7
Competitive,Champion,midtown,Ramattra,TANK,45.3,7.4
Competitive,Champion,midtown,Reaper,DAMAGE,49.5,10.5
Competitive,Champion,midtown,Reinhardt,TANK,47.7,7.7
Competitive,Champion,midtown,Roadhog,TANK,45.1,6.0
Competitive,Champion,midtown,Sigma,TANK,53.8,20.1
Competitive,Champion,midtown,Sojourn,DAMAGE,43.8,17.5
Competitive,Champion,midtown,Soldier: 76,DAMAGE,46.7,16.1
Competitive,Champion,midtown,Sombra,DAMAGE,49.7,3.1
Competitive,Champion,midtown,Symmetra,DAMAGE,52.3,5.7
Competitive,Champion,midtown,Torbjörn,DAMAGE,49.6,5.0
Competitive,Champion,midtown,Tracer,DAMAGE,50.5,8.0
Competitive,Champion,midtown,Vendetta,DAMAGE,50.8,2.6
Competitive,Champion,midtown,Venture,DAMAGE,49.2,3.4
Competitive,Champion,midtown,Widowmaker,DAMAGE,46.3,3.3
Competitive,Champion,midtown,Winston,TANK,46.8,7.0
Competitive,Champion,midtown,Wrecking Ball,TANK,45.1,2.3
Competitive,Champion,midtown,Wuyang,SUPPORT,52.6,14.0
Competitive,Champion,midtown,Zarya,TANK,49.2,9.7
Competitive,Champion,midtown,Zenyatta,SUPPORT,51.7,13.8
Competitive,Champion,numbani,Ana,SUPPORT,48.9,47.4
Competitive,Champion,numbani,Anran,DAMAGE,49.9,8.0
Competitive,Champion,numbani,Ashe,DAMAGE,50.5,15.2
Competitive,Champion,numbani,Baptiste,SUPPORT,45.7,7.9
Competitive,Champion,numbani,Bastion,DAMAGE,46.5,9.3
Competitive,Champion,numbani,Brigitte,SUPPORT,46.2,3.0
Competitive,Champion,numbani,Cassidy,DAMAGE,45.4,19.6
Competitive,Champion,numbani,D.Va,TANK,50.1,12.9
Competitive,Champion,numbani,Domina,TANK,50.6,6.5
Competitive,Champion,numbani,Doomfist,TANK,49.6,6.3
Competitive,Champion,numbani,Echo,DAMAGE,52.5,7.5
Competitive,Champion,numbani,Emre,DAMAGE,50.6,19.8
Competitive,Champion,numbani,Freja,DAMAGE,47.8,5.3
Competitive,Champion,numbani,Genji,DAMAGE,52.0,15.5
Competitive,Champion,numbani,Hanzo,DAMAGE,49.2,7.1
Competitive,Champion,numbani,Hazard,TANK,51.0,3.4
Competitive,Champion,numbani,Illari,SUPPORT,52.4,12.2
Competitive,Champion,numbani,Jetpack Cat,SUPPORT,48.4,4.8
Competitive,Champion,numbani,Junker Queen,TANK,43.8,1.7
Competitive,Champion,numbani,Junkrat,DAMAGE,45.7,6.0
Competitive,Champion,numbani,Juno,SUPPORT,49.9,11.0
Competitive,Champion,numbani,Kiriko,SUPPORT,48.8,40.8
Competitive,Champion,numbani,Lifeweaver,SUPPORT,42.9,4.8
Competitive,Champion,numbani,Lúcio,SUPPORT,44.9,4.5
Competitive,Champion,numbani,Mauga,TANK,46.7,3.4
Competitive,Champion,numbani,Mei,DAMAGE,49.8,6.7
Competitive,Champion,numbani,Mercy,SUPPORT,46.6,11.2
Competitive,Champion,numbani,Mizuki,SUPPORT,50.4,13.6
Competitive,Champion,numbani,Moira,SUPPORT,45.1,15.8
Competitive,Champion,numbani,Orisa,TANK,43.9,9.9
Competitive,Champion,numbani,Pharah,DAMAGE,50.5,5.3
Competitive,Champion,numbani,Ramattra,TANK,42.6,4.4
Competitive,Champion,numbani,Reaper,DAMAGE,48.5,12.9
Competitive,Champion,numbani,Reinhardt,TANK,45.4,6.2
Competitive,Champion,numbani,Roadhog,TANK,43.4,6.3
Competitive,Champion,numbani,Sigma,TANK,51.5,12.5
Competitive,Champion,numbani,Sojourn,DAMAGE,42.4,12.5
Competitive,Champion,numbani,Soldier: 76,DAMAGE,46.9,19.8
Competitive,Champion,numbani,Sombra,DAMAGE,49.5,3.5
Competitive,Champion,numbani,Symmetra,DAMAGE,49.1,3.6
Competitive,Champion,numbani,Torbjörn,DAMAGE,46.8,4.8
Competitive,Champion,numbani,Tracer,DAMAGE,51.3,7.7
Competitive,Champion,numbani,Vendetta,DAMAGE,52.7,3.7
Competitive,Champion,numbani,Venture,DAMAGE,49.6,3.6
Competitive,Champion,numbani,Widowmaker,DAMAGE,42.0,2.7
Competitive,Champion,numbani,Winston,TANK,53.9,15.9
Competitive,Champion,numbani,Wrecking Ball,TANK,49.2,3.3
Competitive,Champion,numbani,Wuyang,SUPPORT,51.2,12.7
Competitive,Champion,numbani,Zarya,TANK,45.7,7.2
Competitive,Champion,numbani,Zenyatta,SUPPORT,50.0,10.2
Competitive,Champion,kings-row,Ana,SUPPORT,50.4,51.1
Competitive,Champion,kings-row,Anran,DAMAGE,50.4,8.4
Competitive,Champion,kings-row,Ashe,DAMAGE,50.1,13.2
Competitive,Champion,kings-row,Baptiste,SUPPORT,44.8,8.5
Competitive,Champion,kings-row,Bastion,DAMAGE,47.6,11.1
Competitive,Champion,kings-row,Brigitte,SUPPORT,46.0,2.5
Competitive,Champion,kings-row,Cassidy,DAMAGE,45.3,18.6
Competitive,Champion,kings-row,D.Va,TANK,44.8,6.4
Competitive,Champion,kings-row,Domina,TANK,53.7,8.2
Competitive,Champion,kings-row,Doomfist,TANK,50.7,5.7
Competitive,Champion,kings-row,Echo,DAMAGE,49.6,4.8
Competitive,Champion,kings-row,Emre,DAMAGE,49.5,19.5
Competitive,Champion,kings-row,Freja,DAMAGE,48.0,4.5
Competitive,Champion,kings-row,Genji,DAMAGE,51.1,13.0
Competitive,Champion,kings-row,Hanzo,DAMAGE,50.8,8.9
Competitive,Champion,kings-row,Hazard,TANK,49.5,1.9
Competitive,Champion,kings-row,Illari,SUPPORT,51.9,14.2
Competitive,Champion,kings-row,Jetpack Cat,SUPPORT,48.0,3.2
Competitive,Champion,kings-row,Junker Queen,TANK,47.8,2.1
Competitive,Champion,kings-row,Junkrat,DAMAGE,46.9,7.1
Competitive,Champion,kings-row,Juno,SUPPORT,47.9,8.7
Competitive,Champion,kings-row,Kiriko,SUPPORT,47.2,36.2
Competitive,Champion,kings-row,Lifeweaver,SUPPORT,42.3,3.6
Competitive,Champion,kings-row,Lúcio,SUPPORT,43.9,3.7
Competitive,Champion,kings-row,Mauga,TANK,45.3,3.4
Competitive,Champion,kings-row,Mei,DAMAGE,50.8,10.3
Competitive,Champion,kings-row,Mercy,SUPPORT,46.3,8.0
Competitive,Champion,kings-row,Mizuki,SUPPORT,52.1,15.4
Competitive,Champion,kings-row,Moira,SUPPORT,46.8,16.4
Competitive,Champion,kings-row,Orisa,TANK,46.4,11.4
Competitive,Champion,kings-row,Pharah,DAMAGE,51.1,6.3
Competitive,Champion,kings-row,Ramattra,TANK,45.9,7.1
Competitive,Champion,kings-row,Reaper,DAMAGE,51.1,11.8
Competitive,Champion,kings-row,Reinhardt,TANK,50.2,9.8
Competitive,Champion,kings-row,Roadhog,TANK,43.9,5.9
Competitive,Champion,kings-row,Sigma,TANK,52.2,15.9
Competitive,Champion,kings-row,Sojourn,DAMAGE,43.8,15.6
Competitive,Champion,kings-row,Soldier: 76,DAMAGE,45.1,13.6
Competitive,Champion,kings-row,Sombra,DAMAGE,48.3,2.8
Competitive,Champion,kings-row,Symmetra,DAMAGE,51.9,4.7
Competitive,Champion,kings-row,Torbjörn,DAMAGE,48.2,4.4
Competitive,Champion,kings-row,Tracer,DAMAGE,47.7,6.9
Competitive,Champion,kings-row,Vendetta,DAMAGE,53.2,2.9
Competitive,Champion,kings-row,Venture,DAMAGE,51.3,3.7
Competitive,Champion,kings-row,Widowmaker,DAMAGE,53.7,7.8
Competitive,Champion,kings-row,Winston,TANK,48.0,9.4
Competitive,Champion,kings-row,Wrecking Ball,TANK,47.9,2.5
Competitive,Champion,kings-row,Wuyang,SUPPORT,50.5,13.6
Competitive,Champion,kings-row,Zarya,TANK,51.4,10.3
Competitive,Champion,kings-row,Zenyatta,SUPPORT,51.7,14.9
Competitive,Champion,hollywood,Ana,SUPPORT,50.3,49.6
Competitive,Champion,hollywood,Anran,DAMAGE,49.8,8.5
Competitive,Champion,hollywood,Ashe,DAMAGE,49.9,15.2
Competitive,Champion,hollywood,Baptiste,SUPPORT,42.5,7.4
Competitive,Champion,hollywood,Bastion,DAMAGE,45.6,9.3
Competitive,Champion,hollywood,Brigitte,SUPPORT,44.0,2.9
Competitive,Champion,hollywood,Cassidy,DAMAGE,45.6,19.4
Competitive,Champion,hollywood,D.Va,TANK,48.6,9.6
Competitive,Champion,hollywood,Domina,TANK,53.9,7.7
Competitive,Champion,hollywood,Doomfist,TANK,49.5,5.7
Competitive,Champion,hollywood,Echo,DAMAGE,50.6,5.3
Competitive,Champion,hollywood,Emre,DAMAGE,49.7,20.3
Competitive,Champion,hollywood,Freja,DAMAGE,47.6,4.7
Competitive,Champion,hollywood,Genji,DAMAGE,52.0,14.1
Competitive,Champion,hollywood,Hanzo,DAMAGE,49.0,8.1
Competitive,Champion,hollywood,Hazard,TANK,50.4,2.6
Competitive,Champion,hollywood,Illari,SUPPORT,52.3,14.7
Competitive,Champion,hollywood,Jetpack Cat,SUPPORT,47.2,3.6
Competitive,Champion,hollywood,Junker Queen,TANK,46.9,1.9
Competitive,Champion,hollywood,Junkrat,DAMAGE,46.2,6.7
Competitive,Champion,hollywood,Juno,SUPPORT,48.1,9.8
Competitive,Champion,hollywood,Kiriko,SUPPORT,46.5,37.4
Competitive,Champion,hollywood,Lifeweaver,SUPPORT,42.8,4.0
Competitive,Champion,hollywood,Lúcio,SUPPORT,42.7,3.9
Competitive,Champion,hollywood,Mauga,TANK,45.5,3.3
Competitive,Champion,hollywood,Mei,DAMAGE,49.9,7.9
Competitive,Champion,hollywood,Mercy,SUPPORT,48.2,9.4
Competitive,Champion,hollywood,Mizuki,SUPPORT,50.4,14.6
Competitive,Champion,hollywood,Moira,SUPPORT,46.0,16.5
Competitive,Champion,hollywood,Orisa,TANK,43.9,10.2
Competitive,Champion,hollywood,Pharah,DAMAGE,50.8,5.2
Competitive,Champion,hollywood,Ramattra,TANK,44.7,5.5
Competitive,Champion,hollywood,Reaper,DAMAGE,49.1,13.3
Competitive,Champion,hollywood,Reinhardt,TANK,45.0,7.1
Competitive,Champion,hollywood,Roadhog,TANK,44.4,6.5
Competitive,Champion,hollywood,Sigma,TANK,51.0,15.6
Competitive,Champion,hollywood,Sojourn,DAMAGE,43.6,14.3
Competitive,Champion,hollywood,Soldier: 76,DAMAGE,46.2,15.7
Competitive,Champion,hollywood,Sombra,DAMAGE,48.8,3.1
Competitive,Champion,hollywood,Symmetra,DAMAGE,51.7,4.8
Competitive,Champion,hollywood,Torbjörn,DAMAGE,48.5,5.0
Competitive,Champion,hollywood,Tracer,DAMAGE,49.0,7.6
Competitive,Champion,hollywood,Vendetta,DAMAGE,51.3,3.2
Competitive,Champion,hollywood,Venture,DAMAGE,51.9,3.6
Competitive,Champion,hollywood,Widowmaker,DAMAGE,47.3,4.7
Competitive,Champion,hollywood,Winston,TANK,51.6,13.2
Competitive,Champion,hollywood,Wrecking Ball,TANK,49.0,2.9
Competitive,Champion,hollywood,Wuyang,SUPPORT,52.1,13.7
Competitive,Champion,hollywood,Zarya,TANK,48.9,8.5
Competitive,Champion,hollywood,Zenyatta,SUPPORT,50.9,12.4
Competitive,Champion,paraiso,Ana,SUPPORT,49.8,42.4
Competitive,Champion,paraiso,Anran,DAMAGE,49.0,9.3
Competitive,Champion,paraiso,Ashe,DAMAGE,51.2,15.4
Competitive,Champion,paraiso,Baptiste,SUPPORT,42.9,7.9
Competitive,Champion,paraiso,Bastion,DAMAGE,45.1,10.3
Competitive,Champion,paraiso,Brigitte,SUPPORT,43.9,2.9
Competitive,Champion,paraiso,Cassidy,DAMAGE,45.7,18.7
Competitive,Champion,paraiso,D.Va,TANK,50.4,10.8
Competitive,Champion,paraiso,Domina,TANK,50.8,7.9
Competitive,Champion,paraiso,Doomfist,TANK,49.6,5.2
Competitive,Champion,paraiso,Echo,DAMAGE,51.7,6.3
Competitive,Champion,paraiso,Emre,DAMAGE,50.4,21.4
Competitive,Champion,paraiso,Freja,DAMAGE,47.2,5.0
Competitive,Champion,paraiso,Genji,DAMAGE,52.4,12.7
Competitive,Champion,paraiso,Hanzo,DAMAGE,48.6,6.3
Competitive,Champion,paraiso,Hazard,TANK,51.3,3.0
Competitive,Champion,paraiso,Illari,SUPPORT,52.1,13.8
Competitive,Champion,paraiso,Jetpack Cat,SUPPORT,52.7,3.6
Competitive,Champion,paraiso,Junker Queen,TANK,46.2,2.0
Competitive,Champion,paraiso,Junkrat,DAMAGE,46.5,6.1
Competitive,Champion,paraiso,Juno,SUPPORT,50.7,11.7
Competitive,Champion,paraiso,Kiriko,SUPPORT,46.9,40.8
Competitive,Champion,paraiso,Lifeweaver,SUPPORT,42.1,4.4
Competitive,Champion,paraiso,Lúcio,SUPPORT,44.8,4.2
Competitive,Champion,paraiso,Mauga,TANK,46.1,3.6
Competitive,Champion,paraiso,Mei,DAMAGE,49.5,7.0
Competitive,Champion,paraiso,Mercy,SUPPORT,47.2,9.2
Competitive,Champion,paraiso,Mizuki,SUPPORT,50.7,16.0
Competitive,Champion,paraiso,Moira,SUPPORT,46.0,19.4
Competitive,Champion,paraiso,Orisa,TANK,45.1,11.2
Competitive,Champion,paraiso,Pharah,DAMAGE,49.6,5.9
Competitive,Champion,paraiso,Ramattra,TANK,46.0,6.1
Competitive,Champion,paraiso,Reaper,DAMAGE,49.8,13.8
Competitive,Champion,paraiso,Reinhardt,TANK,46.3,6.2
Competitive,Champion,paraiso,Roadhog,TANK,45.3,6.4
Competitive,Champion,paraiso,Sigma,TANK,51.1,15.8
Competitive,Champion,paraiso,Sojourn,DAMAGE,42.7,15.1
Competitive,Champion,paraiso,Soldier: 76,DAMAGE,46.4,17.5
Competitive,Champion,paraiso,Sombra,DAMAGE,49.5,3.6
Competitive,Champion,paraiso,Symmetra,DAMAGE,51.8,4.3
Competitive,Champion,paraiso,Torbjörn,DAMAGE,47.9,5.5
Competitive,Champion,paraiso,Tracer,DAMAGE,50.0,7.0
Competitive,Champion,paraiso,Vendetta,DAMAGE,53.9,3.0
Competitive,Champion,paraiso,Venture,DAMAGE,49.5,3.3
Competitive,Champion,paraiso,Widowmaker,DAMAGE,44.3,2.5
Competitive,Champion,paraiso,Winston,TANK,52.0,12.2
Competitive,Champion,paraiso,Wrecking Ball,TANK,44.1,2.7
Competitive,Champion,paraiso,Wuyang,SUPPORT,50.5,12.7
Competitive,Champion,paraiso,Zarya,TANK,46.0,6.8
Competitive,Champion,paraiso,Zenyatta,SUPPORT,50.2,11.0
Competitive,Champion,eichenwalde,Ana,SUPPORT,49.9,47.9
Competitive,Champion,eichenwalde,Anran,DAMAGE,51.3,8.4
Competitive,Champion,eichenwalde,Ashe,DAMAGE,48.9,11.4
Competitive,Champion,eichenwalde,Baptiste,SUPPORT,43.3,7.5
Competitive,Champion,eichenwalde,Bastion,DAMAGE,45.7,10.4
Competitive,Champion,eichenwalde,Brigitte,SUPPORT,47.8,2.5
Competitive,Champion,eichenwalde,Cassidy,DAMAGE,45.6,19.7
Competitive,Champion,eichenwalde,D.Va,TANK,47.2,7.3
Competitive,Champion,eichenwalde,Domina,TANK,53.0,8.2
Competitive,Champion,eichenwalde,Doomfist,TANK,50.7,5.7
Competitive,Champion,eichenwalde,Echo,DAMAGE,52.4,6.9
Competitive,Champion,eichenwalde,Emre,DAMAGE,49.2,18.9
Competitive,Champion,eichenwalde,Freja,DAMAGE,47.7,4.6
Competitive,Champion,eichenwalde,Genji,DAMAGE,52.3,12.5
Competitive,Champion,eichenwalde,Hanzo,DAMAGE,48.8,8.5
Competitive,Champion,eichenwalde,Hazard,TANK,50.7,2.1
Competitive,Champion,eichenwalde,Illari,SUPPORT,52.1,14.4
Competitive,Champion,eichenwalde,Jetpack Cat,SUPPORT,53.5,4.9
Competitive,Champion,eichenwalde,Junker Queen,TANK,48.5,2.1
Competitive,Champion,eichenwalde,Junkrat,DAMAGE,47.9,9.2
Competitive,Champion,eichenwalde,Juno,SUPPORT,48.5,9.2
Competitive,Champion,eichenwalde,Kiriko,SUPPORT,46.5,35.5
Competitive,Champion,eichenwalde,Lifeweaver,SUPPORT,40.3,3.8
Competitive,Champion,eichenwalde,Lúcio,SUPPORT,44.9,4.4
Competitive,Champion,eichenwalde,Mauga,TANK,45.4,3.4
Competitive,Champion,eichenwalde,Mei,DAMAGE,49.9,8.2
Competitive,Champion,eichenwalde,Mercy,SUPPORT,47.9,9.6
Competitive,Champion,eichenwalde,Mizuki,SUPPORT,51.5,15.8
Competitive,Champion,eichenwalde,Moira,SUPPORT,46.3,17.0
Competitive,Champion,eichenwalde,Orisa,TANK,44.8,11.2
Competitive,Champion,eichenwalde,Pharah,DAMAGE,51.6,8.4
Competitive,Champion,eichenwalde,Ramattra,TANK,45.8,6.4
Competitive,Champion,eichenwalde,Reaper,DAMAGE,49.1,11.8
Competitive,Champion,eichenwalde,Reinhardt,TANK,49.9,9.7
Competitive,Champion,eichenwalde,Roadhog,TANK,45.1,6.6
Competitive,Champion,eichenwalde,Sigma,TANK,52.0,16.6
Competitive,Champion,eichenwalde,Sojourn,DAMAGE,44.1,13.8
Competitive,Champion,eichenwalde,Soldier: 76,DAMAGE,45.5,15.3
Competitive,Champion,eichenwalde,Sombra,DAMAGE,48.8,3.2
Competitive,Champion,eichenwalde,Symmetra,DAMAGE,52.0,5.2
Competitive,Champion,eichenwalde,Torbjörn,DAMAGE,51.7,7.2
Competitive,Champion,eichenwalde,Tracer,DAMAGE,49.6,7.3
Competitive,Champion,eichenwalde,Vendetta,DAMAGE,52.3,3.5
Competitive,Champion,eichenwalde,Venture,DAMAGE,51.2,3.6
Competitive,Champion,eichenwalde,Widowmaker,DAMAGE,44.0,2.1
Competitive,Champion,eichenwalde,Winston,TANK,48.7,8.5
Competitive,Champion,eichenwalde,Wrecking Ball,TANK,50.4,3.1
Competitive,Champion,eichenwalde,Wuyang,SUPPORT,50.6,13.5
Competitive,Champion,eichenwalde,Zarya,TANK,48.8,9.3
Competitive,Champion,eichenwalde,Zenyatta,SUPPORT,51.4,14.1
Competitive,Champion,blizzard-world,Ana,SUPPORT,50.1,47.5
Competitive,Champion,blizzard-world,Anran,DAMAGE,50.5,8.6
Competitive,Champion,blizzard-world,Ashe,DAMAGE,50.7,14.8
Competitive,Champion,blizzard-world,Baptiste,SUPPORT,43.4,7.1
Competitive,Champion,blizzard-world,Bastion,DAMAGE,45.3,8.8
Competitive,Champion,blizzard-world,Brigitte,SUPPORT,41.6,2.8
Competitive,Champion,blizzard-world,Cassidy,DAMAGE,44.9,18.5
Competitive,Champion,blizzard-world,D.Va,TANK,48.2,9.4
Competitive,Champion,blizzard-world,Domina,TANK,52.2,7.4
Competitive,Champion,blizzard-world,Doomfist,TANK,51.8,6.0
Competitive,Champion,blizzard-world,Echo,DAMAGE,49.9,5.1
Competitive,Champion,blizzard-world,Emre,DAMAGE,50.2,21.2
Competitive,Champion,blizzard-world,Freja,DAMAGE,45.9,5.4
Competitive,Champion,blizzard-world,Genji,DAMAGE,50.2,13.4
Competitive,Champion,blizzard-world,Hanzo,DAMAGE,48.2,8.1
Competitive,Champion,blizzard-world,Hazard,TANK,49.3,2.5
Competitive,Champion,blizzard-world,Illari,SUPPORT,51.8,13.7
Competitive,Champion,blizzard-world,Jetpack Cat,SUPPORT,50.5,4.3
Competitive,Champion,blizzard-world,Junker Queen,TANK,45.7,1.8
Competitive,Champion,blizzard-world,Junkrat,DAMAGE,47.0,5.9
Competitive,Champion,blizzard-world,Juno,SUPPORT,48.1,10.3
Competitive,Champion,blizzard-world,Kiriko,SUPPORT,47.7,39.8
Competitive,Champion,blizzard-world,Lifeweaver,SUPPORT,43.3,4.0
Competitive,Champion,blizzard-world,Lúcio,SUPPORT,42.9,4.1
Competitive,Champion,blizzard-world,Mauga,TANK,43.5,3.4
Competitive,Champion,blizzard-world,Mei,DAMAGE,48.0,7.1
Competitive,Champion,blizzard-world,Mercy,SUPPORT,47.3,9.9
Competitive,Champion,blizzard-world,Mizuki,SUPPORT,49.5,14.1
Competitive,Champion,blizzard-world,Moira,SUPPORT,45.8,16.4
Competitive,Champion,blizzard-world,Orisa,TANK,44.3,10.5
Competitive,Champion,blizzard-world,Pharah,DAMAGE,50.0,4.7
Competitive,Champion,blizzard-world,Ramattra,TANK,44.8,5.3
Competitive,Champion,blizzard-world,Reaper,DAMAGE,49.5,12.2
Competitive,Champion,blizzard-world,Reinhardt,TANK,45.0,6.5
Competitive,Champion,blizzard-world,Roadhog,TANK,43.2,6.4
Competitive,Champion,blizzard-world,Sigma,TANK,52.4,16.1
Competitive,Champion,blizzard-world,Sojourn,DAMAGE,44.9,15.2
Competitive,Champion,blizzard-world,Soldier: 76,DAMAGE,47.2,17.3
Competitive,Champion,blizzard-world,Sombra,DAMAGE,49.7,3.9
Competitive,Champion,blizzard-world,Symmetra,DAMAGE,51.3,3.6
Competitive,Champion,blizzard-world,Torbjörn,DAMAGE,50.0,4.9
Competitive,Champion,blizzard-world,Tracer,DAMAGE,48.6,9.0
Competitive,Champion,blizzard-world,Vendetta,DAMAGE,51.1,3.3
Competitive,Champion,blizzard-world,Venture,DAMAGE,50.3,3.6
Competitive,Champion,blizzard-world,Widowmaker,DAMAGE,47.0,5.4
Competitive,Champion,blizzard-world,Winston,TANK,52.0,13.7
Competitive,Champion,blizzard-world,Wrecking Ball,TANK,48.2,3.9
Competitive,Champion,blizzard-world,Wuyang,SUPPORT,50.9,13.8
Competitive,Champion,blizzard-world,Zarya,TANK,46.4,7.1
Competitive,Champion,blizzard-world,Zenyatta,SUPPORT,50.6,12.0
Competitive,Champion,esperanca,Ana,SUPPORT,46.5,39.5
Competitive,Champion,esperanca,Anran,DAMAGE,51.6,11.6
Competitive,Champion,esperanca,Ashe,DAMAGE,50.7,9.4
Competitive,Champion,esperanca,Baptiste,SUPPORT,45.1,5.3
Competitive,Champion,esperanca,Bastion,DAMAGE,46.2,6.8
Competitive,Champion,esperanca,Brigitte,SUPPORT,46.9,4.2
Competitive,Champion,esperanca,Cassidy,DAMAGE,47.1,26.2
Competitive,Champion,esperanca,D.Va,TANK,49.7,9.0
Competitive,Champion,esperanca,Domina,TANK,52.8,8.4
Competitive,Champion,esperanca,Doomfist,TANK,51.4,6.8
Competitive,Champion,esperanca,Echo,DAMAGE,53.9,5.7
Competitive,Champion,esperanca,Emre,DAMAGE,51.4,22.9
Competitive,Champion,esperanca,Freja,DAMAGE,46.1,4.0
Competitive,Champion,esperanca,Genji,DAMAGE,51.6,13.9
Competitive,Champion,esperanca,Hanzo,DAMAGE,48.7,4.3
Competitive,Champion,esperanca,Hazard,TANK,51.6,3.0
Competitive,Champion,esperanca,Illari,SUPPORT,54.3,8.3
Competitive,Champion,esperanca,Jetpack Cat,SUPPORT,49.1,4.2
Competitive,Champion,esperanca,Junker Queen,TANK,51.3,3.5
Competitive,Champion,esperanca,Junkrat,DAMAGE,50.1,3.3
Competitive,Champion,esperanca,Juno,SUPPORT,50.1,12.4
Competitive,Champion,esperanca,Kiriko,SUPPORT,49.5,47.2
Competitive,Champion,esperanca,Lifeweaver,SUPPORT,44.0,3.5
Competitive,Champion,esperanca,Lúcio,SUPPORT,49.4,5.5
Competitive,Champion,esperanca,Mauga,TANK,48.9,4.2
Competitive,Champion,esperanca,Mei,DAMAGE,52.9,5.7
Competitive,Champion,esperanca,Mercy,SUPPORT,50.5,6.4
Competitive,Champion,esperanca,Mizuki,SUPPORT,52.0,19.2
Competitive,Champion,esperanca,Moira,SUPPORT,51.0,20.5
Competitive,Champion,esperanca,Orisa,TANK,45.0,10.7
Competitive,Champion,esperanca,Pharah,DAMAGE,48.9,4.2
Competitive,Champion,esperanca,Ramattra,TANK,46.3,5.6
Competitive,Champion,esperanca,Reaper,DAMAGE,50.2,11.8
Competitive,Champion,esperanca,Reinhardt,TANK,50.5,6.9
Competitive,Champion,esperanca,Roadhog,TANK,48.4,7.1
Competitive,Champion,esperanca,Sigma,TANK,52.6,10.6
Competitive,Champion,esperanca,Sojourn,DAMAGE,45.6,17.4
Competitive,Champion,esperanca,Soldier: 76,DAMAGE,51.2,18.5
Competitive,Champion,esperanca,Sombra,DAMAGE,50.8,4.6
Competitive,Champion,esperanca,Symmetra,DAMAGE,51.6,2.0
Competitive,Champion,esperanca,Torbjörn,DAMAGE,49.6,2.8
Competitive,Champion,esperanca,Tracer,DAMAGE,52.3,16.5
Competitive,Champion,esperanca,Vendetta,DAMAGE,51.9,3.7
Competitive,Champion,esperanca,Venture,DAMAGE,53.9,3.4
